"sno","IP","type","age","female","disability","married","education","children","cva","safe","parenting_better","relationship_better","worried","income"
2466,"D","Host community HH",66,0,0,1,"Never attended school",2,0,"safer",1,1,"moreworried",440.25
2467,"D","Host community HH",28,0,0,1,"Completed primary school",2,0,"assafe",1,0,"moreworried",510.7
2468,"D","Host community HH",38,0,0,1,"Completed secondary school",2,0,"assafe",0,0,"asworried",628.76
2469,"D","Host community HH",54,0,0,1,"Never attended school",2,1,"safer",1,0,"moreworried",431.77
2470,"D","Host community HH",32,0,1,1,"Completed primary school",2,0,"assafe",1,0,"lessworried",549.23
2471,"D","Host community HH",38,0,0,1,"Never attended school",1,0,"assafe",1,0,"lessworried",381.22
2472,"D","Host community HH",40,0,0,1,"Completed secondary school",3,0,"safer",1,1,"moreworried",715.39
2473,"D","Host community HH",45,0,0,1,"Never attended school",2,0,"safer",1,0,"moreworried",357.22
2474,"D","Internally displaced HH",50,0,0,1,"Never attended school",2,1,"safer",0,1,"moreworried",333.81
2475,"D","Internally displaced HH",45,0,0,1,"Never attended school",2,1,"safer",1,1,"asworried",360.34
2476,"D","Internally displaced HH",50,0,0,1,"Never attended school",1,1,"lesssafe",1,1,"asworried",337.43
2477,"D","Internally displaced HH",50,0,0,1,"Never attended school",1,0,"safer",1,0,"moreworried",369.84
2478,"D","Internally displaced HH",38,0,0,1,"Never attended school",2,0,"safer",1,1,"moreworried",261.08
2479,"D","Host community HH",39,0,0,1,"Never attended school",2,1,"assafe",0,0,"moreworried",458.24
2480,"D","Host community HH",50,1,0,1,"Completed primary school",3,0,"assafe",0,0,"moreworried",591.69
2481,"D","Host community HH",6,1,0,1,"Completed primary school",0,0,"assafe",1,0,"moreworried",482.32
2482,"D","Host community HH",48,0,0,1,"Never attended school",1,1,"lesssafe",1,0,"lessworried",368.29
2483,"D","Host community HH",42,0,0,1,"Never attended school",1,0,"safer",0,0,"moreworried",406.06
2484,"D","Host community HH",56,0,0,1,"Never attended school",2,1,"safer",1,1,"lessworried",429.21
2485,"D","Host community HH",43,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",379.42
2486,"D","Host community HH",42,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",363.36
2487,"D","Host community HH",39,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",398.12
2488,"D","Internally displaced HH",45,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",320.47
2489,"D","Internally displaced HH",52,1,0,0,"Never attended school",1,0,"safer",1,0,"asworried",277.64
2490,"D","Internally displaced HH",46,1,0,0,"Never attended school",1,0,"assafe",1,0,"moreworried",241.61
2491,"D","Internally displaced HH",46,0,0,0,"Never attended school",1,1,"safer",1,1,"asworried",250.37
2492,"D","Internally displaced HH",42,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",312.42
2493,"D","Internally displaced HH",48,0,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",293.94
2494,"D","Internally displaced HH",46,0,0,0,"Completed primary school",1,1,"safer",1,1,"lessworried",418.91
2495,"D","Internally displaced HH",58,0,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",293.9
2496,"D","Host community HH",36,0,0,1,"Never attended school",3,0,"safer",0,1,"lessworried",387.4
2497,"D","Host community HH",70,0,0,1,"Never attended school",1,1,"safer",1,0,"asworried",455.83
2498,"D","Host community HH",65,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",455.68
2499,"D","Host community HH",21,0,0,0,"Completed secondary school",3,0,"safer",1,0,"moreworried",624.54
2500,"D","Host community HH",58,1,0,0,"Never attended school",1,1,"safer",0,0,"moreworried",373.44
2501,"D","Internally displaced HH",28,1,0,0,"Never attended school",1,1,"safer",0,0,"asworried",190.5
2502,"D","Internally displaced HH",38,0,0,1,"Never attended school",4,1,"safer",0,1,"lessworried",308.04
2503,"D","Internally displaced HH",35,0,0,1,"Never attended school",2,0,"safer",0,1,"moreworried",307.82
2504,"D","Internally displaced HH",45,1,0,0,"Never attended school",4,1,"safer",0,0,"lessworried",199.79
2505,"D","Host community HH",54,0,0,1,"Completed secondary school",1,0,"assafe",1,0,"lessworried",733.1
2506,"D","Host community HH",30,1,0,1,"Completed secondary school",4,0,"safer",0,0,"moreworried",709.91
2507,"D","Host community HH",35,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",446.51
2508,"D","Host community HH",34,0,0,1,"Did not complete primary school",1,1,"assafe",1,0,"asworried",402.1
2509,"D","Host community HH",37,0,0,1,"Did not complete primary school",2,1,"safer",1,1,"lessworried",297.64
2510,"D","Host community HH",42,0,0,1,"Never attended school",2,0,"lesssafe",1,0,"lessworried",383.59
2511,"D","Host community HH",39,0,0,1,"Never attended school",1,0,"safer",0,1,"asworried",356.85
2512,"D","Host community HH",45,0,0,1,"Never attended school",2,1,"safer",1,1,"lessworried",433.76
2513,"D","Host community HH",50,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",413.89
2514,"D","Host community HH",52,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"lessworried",390.23
2515,"D","Host community HH",57,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",423.85
2516,"D","Host community HH",55,0,0,1,"Never attended school",2,1,"safer",1,1,"lessworried",423.3
2517,"D","Host community HH",42,0,0,0,"Never attended school",2,1,"safer",1,0,"moreworried",317.74
2518,"D","Host community HH",39,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",424.16
2519,"D","Host community HH",36,0,0,1,"Never attended school",1,0,"assafe",1,1,"lessworried",351.05
2520,"D","Internally displaced HH",40,0,1,1,"Never attended school",2,0,"safer",1,0,"moreworried",248.65
2521,"D","Internally displaced HH",45,0,0,1,"Never attended school",1,0,"assafe",0,1,"moreworried",276.01
2522,"D","Internally displaced HH",55,0,0,1,"Never attended school",1,1,"assafe",1,0,"moreworried",384.89
2523,"D","Internally displaced HH",50,0,0,1,"Never attended school",1,1,"safer",0,1,"asworried",345.47
2524,"D","Internally displaced HH",52,0,0,1,"Never attended school",2,0,"assafe",0,0,"asworried",350.05
2525,"D","Internally displaced HH",43,0,0,1,"Completed formal technical school",4,1,"lesssafe",1,0,"asworried",602.39
2526,"D","Internally displaced HH",28,0,0,1,"Never attended school",1,0,"assafe",0,0,"moreworried",245.27
2527,"D","Host community HH",40,0,0,1,"Completed secondary school",6,0,"lesssafe",1,1,"moreworried",697.3
2528,"D","Internally displaced HH",60,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",335.05
2529,"D","Internally displaced HH",60,0,0,0,"Never attended school",1,1,"safer",1,1,"moreworried",371.26
2530,"D","Internally displaced HH",40,0,0,1,"Never attended school",1,1,"assafe",1,0,"asworried",383.5
2531,"D","Internally displaced HH",50,0,0,1,"Never attended school",1,1,"safer",0,0,"moreworried",329.8
2532,"D","Internally displaced HH",45,0,0,1,"Never attended school",1,0,"lesssafe",1,0,"asworried",314.01
2533,"D","Internally displaced HH",25,1,0,0,"Completed primary school",1,1,"safer",1,1,"lessworried",340.71
2534,"D","Internally displaced HH",20,1,0,0,"Completed primary school",1,1,"safer",1,1,"lessworried",314.82
2535,"D","Internally displaced HH",60,0,0,1,"Completed formal technical school",1,1,"safer",1,1,"asworried",684.58
2536,"D","Internally displaced HH",28,0,0,0,"Completed primary school",2,1,"safer",1,1,"lessworried",370.37
2537,"D","Internally displaced HH",40,0,0,1,"Completed university or beyond",1,1,"safer",1,1,"moreworried",1024.67
2538,"D","Internally displaced HH",19,1,0,0,"Never attended school",1,0,"assafe",1,0,"asworried",154.12
2539,"D","Internally displaced HH",32,1,0,0,"Never attended school",1,0,"lesssafe",1,0,"moreworried",212.43
2540,"D","Internally displaced HH",41,1,0,0,"Never attended school",2,0,"lesssafe",1,1,"moreworried",227.96
2541,"D","Internally displaced HH",36,0,0,1,"Completed university or beyond",2,1,"safer",1,1,"lessworried",993.94
2542,"D","Internally displaced HH",40,0,0,1,"Never attended school",2,0,"safer",1,1,"moreworried",336.91
2543,"D","Internally displaced HH",38,0,0,1,"Never attended school",1,1,"safer",0,0,"asworried",322.69
2544,"D","Internally displaced HH",50,0,0,1,"Never attended school",1,0,"safer",0,0,"moreworried",349.56
2545,"D","Internally displaced HH",31,1,0,0,"Never attended school",2,0,"safer",1,1,"lessworried",163.53
2546,"D","Internally displaced HH",32,0,0,1,"Completed primary school",2,1,"assafe",1,0,"lessworried",407.01
2547,"D","Internally displaced HH",57,0,0,1,"Never attended school",2,1,"lesssafe",1,1,"moreworried",368.57
2548,"D","Internally displaced HH",48,0,0,1,"Never attended school",3,1,"assafe",1,1,"asworried",347.94
2549,"D","Internally displaced HH",30,1,0,0,"Never attended school",3,1,"safer",1,1,"lessworried",231.49
2550,"D","Internally displaced HH",36,1,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",252.44
2551,"D","Internally displaced HH",42,1,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",218.85
2552,"D","Internally displaced HH",40,1,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",276.4
2553,"D","Internally displaced HH",30,0,0,1,"Never attended school",2,1,"safer",1,1,"lessworried",286.04
2554,"D","Internally displaced HH",30,1,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",229.93
2555,"D","Internally displaced HH",45,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",267.97
2556,"D","Internally displaced HH",32,1,0,0,"Never attended school",2,0,"safer",1,0,"lessworried",191.09
2557,"D","Internally displaced HH",57,0,0,1,"Never attended school",2,0,"lesssafe",1,1,"moreworried",328.55
2558,"D","Internally displaced HH",54,0,0,1,"Did not complete primary school",1,0,"safer",1,0,"asworried",314.51
2559,"D","Internally displaced HH",35,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",344.99
2560,"D","Internally displaced HH",28,1,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",197.8
2561,"D","Internally displaced HH",69,0,0,1,"Never attended school",1,1,"lesssafe",1,0,"asworried",446.41
2562,"D","Internally displaced HH",50,0,0,1,"Never attended school",3,1,"safer",1,1,"lessworried",327.33
2563,"D","Internally displaced HH",54,0,0,1,"Completed primary school",3,1,"safer",1,1,"lessworried",475.26
2564,"D","Internally displaced HH",47,1,0,0,"Never attended school",2,1,"safer",1,1,"lessworried",241.02
2565,"D","Internally displaced HH",29,1,0,0,"Completed secondary school",2,0,"assafe",0,0,"asworried",463.45
2566,"D","Internally displaced HH",68,0,0,1,"Never attended school",1,0,"lesssafe",0,1,"lessworried",384.32
2567,"D","Internally displaced HH",72,0,0,1,"Never attended school",1,0,"safer",1,0,"moreworried",383.43
2568,"D","Internally displaced HH",62,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",353.15
2569,"D","Internally displaced HH",49,0,0,1,"Never attended school",2,1,"safer",1,1,"lessworried",308.89
2570,"D","Host community HH",24,0,0,1,"Completed secondary school",3,0,"lesssafe",0,0,"lessworried",674.33
2571,"D","Host community HH",41,0,0,1,"Never attended school",1,0,"lesssafe",0,0,"lessworried",341.56
2572,"D","Host community HH",30,0,0,1,"Completed primary school",3,0,"lesssafe",0,1,"lessworried",532.18
2573,"D","Internally displaced HH",35,0,0,1,"Never attended school",2,0,"safer",0,0,"lessworried",310.71
2574,"D","Internally displaced HH",36,0,0,1,"Never attended school",1,0,"assafe",1,1,"asworried",299.32
2575,"D","Internally displaced HH",47,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",406.9
2576,"D","Internally displaced HH",42,0,0,1,"Never attended school",1,0,"assafe",1,0,"asworried",315.89
2577,"D","Host community HH",34,1,1,1,"Completed primary school",1,0,"lesssafe",1,0,"moreworried",506.53
2578,"D","Internally displaced HH",38,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",273.97
2579,"D","Internally displaced HH",63,0,0,1,"Never attended school",1,1,"assafe",1,1,"lessworried",412.27
2580,"D","Internally displaced HH",47,0,0,1,"Never attended school",1,0,"safer",0,0,"asworried",277.56
2581,"D","Internally displaced HH",48,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",390.06
2582,"D","Internally displaced HH",48,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",416.44
2583,"D","Host community HH",46,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",379.56
2584,"D","Host community HH",39,0,0,1,"Did not complete primary school",1,1,"safer",1,1,"asworried",367.27
2585,"D","Host community HH",56,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",467.4
2586,"D","Host community HH",48,0,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",360.21
2587,"D","Host community HH",43,0,0,0,"Never attended school",4,1,"safer",1,1,"lessworried",372.19
2588,"D","Internally displaced HH",56,0,0,1,"Completed secondary school",1,0,"safer",1,0,"asworried",618.71
2589,"D","Internally displaced HH",38,0,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",265.2
2590,"D","Host community HH",36,1,0,0,"Completed university or beyond",2,0,"assafe",0,0,"moreworried",1060.48
2591,"D","Internally displaced HH",48,0,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",335.24
2592,"D","Internally displaced HH",45,0,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",260.05
2593,"D","Internally displaced HH",45,0,1,0,"Did not complete primary school",1,1,"lesssafe",0,0,"moreworried",282.1
2594,"D","Internally displaced HH",47,1,0,0,"Did not complete primary school",1,1,"assafe",1,1,"lessworried",297.12
2595,"D","Internally displaced HH",49,0,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",221.63
2596,"D","Internally displaced HH",59,0,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",256.04
2597,"D","Internally displaced HH",32,0,1,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",186.6
2598,"D","Internally displaced HH",58,0,0,0,"Never attended school",1,0,"safer",1,0,"moreworried",338.6
2599,"D","Internally displaced HH",38,1,0,0,"Never attended school",1,1,"safer",1,1,"asworried",224.51
2600,"D","Host community HH",32,0,0,1,"Completed secondary school",2,0,"safer",0,0,"asworried",689.55
2601,"D","Internally displaced HH",60,0,0,1,"Completed informal technical school",1,0,"lesssafe",1,0,"asworried",653.62
2602,"D","Host community HH",36,1,0,1,"Completed secondary school",3,0,"assafe",1,0,"moreworried",588.85
2603,"D","Internally displaced HH",58,1,0,0,"Never attended school",4,0,"assafe",0,1,"lessworried",292.34
2604,"D","Internally displaced HH",59,0,0,1,"Never attended school",1,0,"safer",0,0,"lessworried",367.27
2605,"D","Internally displaced HH",55,1,0,0,"Completed primary school",1,1,"safer",1,0,"moreworried",417.51
2606,"D","Host community HH",52,1,0,1,"Completed primary school",2,0,"safer",1,0,"lessworried",543.45
2607,"D","Internally displaced HH",40,0,0,1,"Completed university or beyond",2,1,"safer",0,0,"lessworried",1084.8
2608,"D","Internally displaced HH",33,0,0,1,"Completed university or beyond",3,1,"safer",0,0,"asworried",1038.19
2609,"D","Internally displaced HH",60,1,0,0,"Never attended school",1,0,"safer",1,0,"moreworried",285.59
2610,"D","Host community HH",58,0,0,1,"Completed secondary school",2,0,"safer",1,0,"lessworried",792.61
2611,"D","Internally displaced HH",39,0,0,1,"Completed primary school",2,0,"assafe",1,1,"asworried",409.17
2612,"D","Internally displaced HH",62,0,0,1,"Never attended school",2,0,"assafe",0,0,"asworried",363.65
2613,"D","Internally displaced HH",40,1,0,0,"Never attended school",1,0,"safer",1,0,"asworried",216.21
2614,"D","Internally displaced HH",58,1,0,0,"Never attended school",1,0,"lesssafe",1,0,"lessworried",297.03
2615,"D","Internally displaced HH",43,1,0,0,"Never attended school",1,1,"safer",1,1,"lessworried",277.44
2616,"D","Internally displaced HH",39,0,0,1,"Never attended school",2,0,"assafe",0,0,"lessworried",305.41
2617,"D","Internally displaced HH",41,1,0,0,"Never attended school",1,0,"assafe",1,0,"moreworried",240.49
2618,"D","Internally displaced HH",27,1,0,0,"Never attended school",3,1,"lesssafe",1,0,"moreworried",194.74
2619,"D","Internally displaced HH",28,1,0,0,"Did not complete primary school",1,0,"lesssafe",0,0,"lessworried",208.72
2620,"D","Internally displaced HH",30,1,0,0,"Completed secondary school",2,0,"assafe",1,0,"lessworried",481.45
2621,"D","Internally displaced HH",33,0,0,1,"Never attended school",3,1,"safer",0,0,"moreworried",311.6
2622,"D","Host community HH",39,0,0,0,"Never attended school",3,0,"assafe",1,0,"asworried",365.2
2623,"D","Internally displaced HH",39,1,0,0,"Never attended school",2,0,"lesssafe",0,0,"moreworried",187.42
2624,"D","Host community HH",40,0,1,1,"Completed secondary school",4,0,"assafe",0,0,"lessworried",648.78
2625,"D","Internally displaced HH",38,0,0,1,"Never attended school",1,0,"safer",1,0,"asworried",315.84
2626,"D","Internally displaced HH",40,0,0,1,"Never attended school",2,1,"safer",1,0,"lessworried",334.04
2627,"D","Internally displaced HH",34,0,0,1,"Did not complete primary school",1,1,"lesssafe",0,1,"moreworried",295.65
2628,"D","Internally displaced HH",27,1,0,0,"Never attended school",2,0,"assafe",0,1,"moreworried",216.06
2629,"D","Internally displaced HH",28,1,0,0,"Did not complete primary school",1,0,"lesssafe",0,0,"moreworried",198.88
2630,"D","Internally displaced HH",30,1,0,0,"Never attended school",2,0,"lesssafe",1,0,"moreworried",190.54
2631,"D","Host community HH",39,0,0,1,"Completed university or beyond",3,0,"safer",1,0,"moreworried",1166.52
2632,"D","Internally displaced HH",40,0,0,1,"Never attended school",2,0,"safer",0,0,"lessworried",227.01
2633,"D","Host community HH",30,0,0,1,"Completed secondary school",0,0,"assafe",0,1,"moreworried",798.37
2634,"D","Host community HH",22,0,0,1,"Completed university or beyond",1,0,"safer",1,0,"moreworried",1111.08
2635,"D","Host community HH",44,0,0,1,"Completed primary school",0,0,"lesssafe",1,0,"moreworried",593.72
2636,"D","Internally displaced HH",43,1,0,0,"Never attended school",1,0,"safer",1,0,"asworried",197.08
2637,"D","Host community HH",38,0,0,1,"Never attended school",1,0,"safer",1,0,"lessworried",381.38
2638,"D","Host community HH",45,1,0,0,"Never attended school",2,1,"assafe",1,0,"moreworried",347.21
2639,"D","Host community HH",38,0,0,1,"Completed secondary school",2,0,"safer",1,1,"moreworried",700.49
2640,"D","Host community HH",48,0,0,0,"Never attended school",1,0,"assafe",1,0,"asworried",318.85
2641,"D","Host community HH",49,0,0,0,"Never attended school",1,0,"assafe",1,0,"asworried",269.81
2642,"D","Internally displaced HH",38,0,0,1,"Did not complete primary school",1,0,"assafe",1,0,"asworried",335.29
2643,"D","Internally displaced HH",62,0,0,1,"Never attended school",1,0,"safer",0,0,"lessworried",323.57
2644,"D","Internally displaced HH",55,0,0,0,"Never attended school",1,0,"safer",1,0,"moreworried",262.14
2645,"D","Internally displaced HH",43,0,0,0,"Never attended school",1,0,"safer",0,1,"asworried",265.2
2646,"D","Internally displaced HH",53,0,0,0,"Never attended school",1,0,"assafe",1,0,"moreworried",249.07
2647,"D","Internally displaced HH",39,1,0,0,"Never attended school",1,0,"assafe",0,0,"moreworried",193.06
2648,"D","Internally displaced HH",54,1,0,0,"Never attended school",1,0,"safer",0,0,"moreworried",182.77
2649,"D","Internally displaced HH",38,0,0,1,"Did not complete primary school",2,0,"assafe",1,0,"lessworried",272.39
2650,"D","Internally displaced HH",40,0,0,1,"Never attended school",1,0,"assafe",1,0,"asworried",241.29
2651,"D","Internally displaced HH",48,0,0,1,"Never attended school",1,0,"lesssafe",0,0,"asworried",337.28
2652,"D","Internally displaced HH",45,0,0,1,"Never attended school",1,0,"lesssafe",0,0,"lessworried",297.92
2653,"D","Internally displaced HH",50,0,0,1,"Never attended school",2,0,"safer",0,0,"lessworried",311.81
2654,"D","Internally displaced HH",55,0,0,1,"Never attended school",1,0,"safer",1,1,"moreworried",385.37
2655,"D","Host community HH",42,0,0,1,"Completed secondary school",3,0,"assafe",0,0,"lessworried",627.06
2656,"D","Internally displaced HH",19,0,0,1,"Completed university or beyond",5,0,"assafe",1,0,"moreworried",1027.1
2657,"D","Internally displaced HH",60,0,0,1,"Never attended school",2,0,"assafe",1,0,"moreworried",328.65
2658,"D","Host community HH",30,0,0,1,"Completed university or beyond",1,0,"safer",0,0,"asworried",1181.95
2659,"D","Internally displaced HH",32,0,0,1,"Never attended school",2,0,"safer",0,0,"moreworried",230.29
2660,"D","Internally displaced HH",40,0,0,1,"Completed primary school",0,0,"safer",0,0,"asworried",501.27
2661,"D","Host community HH",40,0,0,0,"Never attended school",2,0,"safer",1,0,"moreworried",283.16
2662,"D","Host community HH",46,0,0,1,"Completed secondary school",3,0,"assafe",1,0,"lessworried",740.61
2663,"D","Internally displaced HH",56,0,0,1,"Never attended school",1,1,"assafe",0,0,"moreworried",363.7
2664,"D","Internally displaced HH",60,0,0,1,"Never attended school",2,1,"safer",1,0,"asworried",386.65
2665,"D","Internally displaced HH",38,0,0,1,"Never attended school",1,0,"assafe",1,0,"asworried",264.66
2666,"D","Host community HH",35,0,0,1,"Completed secondary school",3,0,"safer",1,0,"asworried",691.47
2667,"D","Internally displaced HH",43,0,0,0,"Never attended school",3,0,"safer",0,1,"asworried",229.71
2668,"D","Host community HH",25,0,0,1,"Completed university or beyond",1,0,"lesssafe",0,0,"lessworried",1133.51
2669,"D","Host community HH",60,0,0,1,"Never attended school",2,0,"assafe",0,0,"asworried",365.58
2670,"D","Host community HH",45,0,0,1,"Never attended school",2,0,"assafe",1,1,"lessworried",431.47
2671,"D","Host community HH",45,0,0,1,"Never attended school",3,1,"assafe",1,0,"lessworried",446.76
2672,"D","Host community HH",50,0,0,1,"Never attended school",1,0,"safer",0,0,"lessworried",382.52
2673,"D","Host community HH",55,0,0,1,"Never attended school",2,1,"lesssafe",0,0,"lessworried",432.56
2674,"D","Host community HH",60,0,0,1,"Did not complete primary school",2,1,"safer",1,1,"lessworried",422.35
2675,"D","Host community HH",27,1,0,1,"Completed primary school",1,0,"safer",1,0,"asworried",539.85
2676,"D","Host community HH",48,0,0,1,"Never attended school",3,0,"lesssafe",1,0,"lessworried",323.5
2677,"D","Host community HH",30,0,0,1,"Never attended school",1,0,"lesssafe",0,0,"moreworried",354.24
2678,"D","Host community HH",34,0,0,1,"Completed secondary school",-3,0,"lesssafe",0,0,"lessworried",654.21
2679,"D","Host community HH",41,1,0,1,"Completed university or beyond",7,0,"safer",0,0,"lessworried",1097.82
2680,"D","Host community HH",45,0,0,1,"Never attended school",4,0,"assafe",0,0,"lessworried",430.36
2681,"D","Host community HH",25,0,0,1,"Completed primary school",3,0,"safer",0,0,"lessworried",535.65
2682,"D","Host community HH",35,0,0,1,"Never attended school",2,1,"lesssafe",1,0,"lessworried",370.97
2683,"D","Host community HH",42,0,0,1,"Never attended school",2,0,"lesssafe",1,0,"moreworried",358.7
2684,"D","Host community HH",30,1,0,0,"Never attended school",1,0,"lesssafe",1,0,"moreworried",242.35
2685,"D","Internally displaced HH",37,0,0,1,"Never attended school",3,0,"safer",0,0,"asworried",306.07
2686,"D","Host community HH",57,1,0,1,"Completed secondary school",4,0,"safer",0,0,"asworried",722.12
2687,"D","Internally displaced HH",38,0,0,1,"Never attended school",2,0,"assafe",1,1,"moreworried",304.66
2688,"D","Internally displaced HH",45,0,0,1,"Never attended school",4,0,"safer",0,0,"lessworried",352.82
2689,"D","Host community HH",47,0,0,0,"Completed secondary school",1,0,"assafe",0,0,"moreworried",742.07
2690,"D","Internally displaced HH",35,0,0,1,"Never attended school",1,0,"safer",1,0,"moreworried",259.87
2691,"D","Internally displaced HH",35,1,0,0,"Never attended school",3,0,"assafe",0,1,"lessworried",190.2
2692,"D","Host community HH",44,0,0,1,"Completed primary school",5,0,"safer",1,0,"moreworried",606.13
2693,"D","Internally displaced HH",42,0,0,1,"Never attended school",1,0,"safer",0,0,"lessworried",266.15
2694,"D","Host community HH",37,0,0,1,"Completed secondary school",-1,0,"assafe",1,0,"lessworried",689.5
2695,"D","Internally displaced HH",45,0,0,1,"Never attended school",1,0,"safer",1,0,"lessworried",312.87
2696,"D","Internally displaced HH",40,1,0,0,"Never attended school",3,1,"safer",1,0,"asworried",288.31
2697,"D","Host community HH",35,1,0,1,"Completed secondary school",1,0,"assafe",0,1,"lessworried",676.69
2698,"D","Internally displaced HH",35,0,0,1,"Did not complete primary school",2,0,"safer",1,1,"asworried",281.73
2699,"D","Host community HH",39,1,0,1,"Completed university or beyond",1,0,"assafe",1,1,"moreworried",1095.96
2700,"D","Internally displaced HH",60,0,0,1,"Never attended school",3,0,"safer",1,0,"asworried",368.07
2701,"D","Internally displaced HH",43,0,0,1,"Did not complete primary school",3,0,"safer",0,0,"asworried",272.01
2702,"D","Internally displaced HH",44,0,0,1,"Never attended school",3,0,"safer",1,0,"asworried",306.11
2703,"D","Internally displaced HH",42,0,0,1,"Never attended school",3,0,"safer",1,1,"asworried",251.55
2704,"D","Host community HH",36,0,0,1,"Never attended school",2,0,"lesssafe",1,0,"moreworried",325.34
2705,"D","Host community HH",30,0,0,1,"Never attended school",2,0,"safer",0,0,"moreworried",409.73
2706,"D","Internally displaced HH",23,1,0,0,"Never attended school",2,0,"safer",1,0,"lessworried",233.77
2707,"D","Host community HH",65,0,0,1,"Never attended school",2,0,"safer",0,0,"lessworried",393.96
2708,"D","Host community HH",32,1,0,0,"Completed formal technical school",3,0,"safer",1,0,"asworried",581.62
2709,"D","Host community HH",55,0,0,1,"Completed university or beyond",1,0,"lesssafe",1,0,"lessworried",1090.6
2710,"D","Host community HH",56,0,0,1,"Never attended school",4,0,"safer",1,1,"asworried",375.67
2711,"D","Host community HH",65,0,0,1,"Never attended school",1,0,"safer",0,0,"lessworried",456.19
2712,"D","Host community HH",35,0,0,1,"Completed university or beyond",2,1,"safer",1,1,"lessworried",1093.17
2713,"D","Host community HH",50,0,0,1,"Never attended school",3,0,"safer",1,0,"asworried",432.39
2714,"D","Host community HH",27,0,0,1,"Completed secondary school",0,0,"lesssafe",1,0,"lessworried",732.79
2715,"D","Internally displaced HH",48,0,0,1,"Never attended school",2,0,"lesssafe",0,0,"lessworried",252.91
2716,"D","Internally displaced HH",38,0,0,1,"Never attended school",1,0,"safer",1,0,"lessworried",256.5
2717,"D","Internally displaced HH",41,0,0,1,"Never attended school",1,0,"assafe",0,0,"asworried",259.28
2718,"D","Internally displaced HH",39,0,0,1,"Never attended school",1,1,"safer",0,0,"lessworried",349.14
2719,"D","Internally displaced HH",35,0,0,1,"Never attended school",1,0,"lesssafe",0,1,"lessworried",251.99
2720,"D","Host community HH",16,0,0,1,"Completed secondary school",0,0,"safer",1,0,"moreworried",632
2721,"D","Internally displaced HH",35,0,0,1,"Completed primary school",1,0,"lesssafe",1,0,"asworried",389.58
2722,"D","Internally displaced HH",40,0,0,1,"Never attended school",1,0,"safer",1,1,"moreworried",259.69
2723,"D","Host community HH",30,0,0,1,"Completed university or beyond",4,0,"safer",1,0,"moreworried",1115.08
2724,"D","Internally displaced HH",37,1,0,1,"Never attended school",1,1,"safer",1,0,"asworried",335.44
2725,"D","Host community HH",46,0,0,1,"Completed primary school",-2,0,"assafe",1,0,"lessworried",576.84
2726,"D","Internally displaced HH",24,0,0,0,"Never attended school",1,0,"assafe",1,1,"asworried",135.99
2727,"D","Internally displaced HH",41,0,0,0,"Never attended school",1,0,"lesssafe",1,1,"lessworried",280.22
2728,"D","Internally displaced HH",34,0,0,1,"Did not complete primary school",1,0,"safer",1,0,"lessworried",331.52
2729,"D","Internally displaced HH",52,0,0,1,"Never attended school",4,0,"lesssafe",0,0,"lessworried",352.63
2730,"D","Host community HH",39,0,0,1,"Never attended school",5,1,"assafe",1,0,"moreworried",360.03
2731,"D","Host community HH",41,0,0,1,"Never attended school",6,1,"lesssafe",1,0,"lessworried",419.74
2732,"D","Internally displaced HH",35,0,0,1,"Never attended school",3,0,"safer",0,0,"moreworried",257.91
